,reasoning,answer,confidence,question,actual,correct
965,"Start at the 9th floor, then subtract 7 to go down, resulting in 2. Then add 3 to go up, resulting in 5. Finally, add 8 to go up, resulting in 13. Since the elevator is now on the top floor, the current floor (13) is equal to the total number of floors in the building.",13.0,1.0,"An elevator is on the 9th floor. It goes down 7 floors, then up 3  floors, then up 8 floors. If the elevator is on the top floor, how many floors are there in the building?",13,True
966,"We know the total sales were $80, and 2/5 of the sales were credit sales. So, the amount of cash sales is 80 - (2/5 * 80). We can calculate this as 80 - (16) which is 64.",64.0,1.0,"The buyers who came to Mr. Brandon's shop yesterday bought goods worth $80. If 2/5 of the total amount of sales Mr. Brandon made yesterday were credit sales, and the rest were cash sales, how much did Mr. Brandon get from cash sales?",48,False
967,"Divide the total number of muffins by the number of people, including Jessie herself.",5.0,1.0,"Jessie invited 4 friends over to play. They made muffins for a snack and Jesse wants to divide them equally between herself and her friends. If they made 20 muffins in total, how many will each person have?",4,False
968,"John hits 70% of his free throws. For every foul, he gets 2 shots. He gets fouled 5 times a game. He plays in 80% of the 20 games, so he plays in 0.8 * 20 = 16 games. In one game, he gets 5 * 2 = 10 free throws. In 16 games, he gets 10 * 16 = 160 free throws.",160.0,1.0,John hits 70% of his free throws.  For every foul he gets 2 shots.  He gets fouled 5 times a game.  How many free throws does he get if he plays in 80% of the 20 games the team plays?,112,False
969,"Since Ludwig works 7 days a week, we need to calculate his income from full days and half days separately. He earns $10 per full day and $5 per half day.",72.5,1.0,"Ludwig works 7 days a week and he usually works half of the day during Friday, Saturday, and Sunday. If his daily salary is $10, how much does he earn every week?",55,False
970,"Each truck has 4 wheels, each car has 4 wheels. Total wheels for trucks is 12 * 4 and total wheels for cars is 13 * 4. Adding the two gives the total number of wheels seen.",104.0,1.0,"Tommy goes for a run around his neighborhood and decides to calculate how many wheels he saw. All the trucks in his neighborhood have 4 wheels and all the cars in his neighborhood also have 4 wheels. If he saw 12 trucks and 13 cars, how many wheels did he see?",100,False
971,"First, calculate the total number of worker ants. Then, find 20% of that number to get the number of male worker ants. Subtract that from the total number of worker ants to get the number of female worker ants.",44.0,1.0,"Stephen has 110 ants in his ant farm.  Half of the ants are worker ants, 20 percent of the worker ants are male.  How many female worker ants are there?",44,True
972,"Parker threw 16 yards. Grant threw 25% farther than Parker, which is 0.25 * 16 = 4 yards. Grant threw 16 + 4 = 20 yards. Kyle threw 2 times farther than Grant, which is 2 * 20 = 40 yards. So Kyle threw 40 - 16 = 24 yards farther than Parker.",24.0,1.0,"At football tryouts, the coach wanted to see who could throw the ball the farthest.  Parker threw the ball 16 yards.  Grant threw the ball 25 percent farther than Parker and Kyle threw the ball 2 times farther than Grant.  Compared to Parker, how much farther did Kyle throw the ball?",24,True
973,"First, we calculate the total number of rows in both fields: 13 + 16. Then, we calculate the total number of corn cobs by multiplying the number of rows by the number of cobs per row: (13 + 16) * 4.",144.0,1.0,"A farm is growing corn in 2 fields. One of the fields has 13 full rows of corn cobs, and the other field has 16 full rows of corn cobs. If each row contains 4 corn cobs, how many corn cobs has the farm grown?",116,False
974,"Olga has 3 stripes per shoe, Rick has 3-1=2 stripes per shoe, and Hortense has 3*2=6 stripes per shoe. Each of them has two shoes. So, the total number of stripes is (3*2) + (2*2) + (6*2).",26.0,1.0,"Olga has three stripes on the side of each of her tennis shoes.  Rick has one less stripe per shoe than does Olga.  But Hortense has double the number of stripes on her tennis shoes as does Olga.  In total, what is the combined number of stripes on all of their pairs of tennis shoes?",22,False
975,"6 days of baking 2 trays with 12 cookies each, minus 1 cookie per day eaten by Frank, then minus 4 cookies eaten by Ted on the sixth day",143.0,1.0,"Frank bakes two trays of cookies per day, for 6 days. Frank eats one cookie each day to make sure they taste good. Ted comes over on the sixth day and eats 4 cookies. If each tray makes 12 cookies, how many cookies are left when Ted leaves?",134,False
976,"Carter is 2 * 24 = 48 inches tall. Betty is 48 - 12 = 36 inches tall. Since 1 foot = 12 inches, we convert 36 inches to feet: 36 / 12 = 3 feet.",3.0,1.0,Carter is twice as tall as his 24” tall dog.  Betty is 12” shorter than Carter.  How tall is Betty in feet?,3,True
977,"To find the total number of koalas, we first need to divide the number of kangaroos by 5 to find the number of koalas. Since we know the total number of kangaroos, we can then add this to the total number of kangaroos to find the total number of koalas and kangaroos.",290.0,1.0,"Legoland has 5 kangaroos for each koala. If Legoland has 180 kangaroos, how many koalas and kangaroos are there altogether?",216,False
978,"To find the pages that are not crumpled or blurred, we need to find the pages that are not multiples of 3 or 7. First, we find the pages that are crumpled or blurred: crumpled = 42 / 7 = 6, blurred = 42 / 3 = 14. But we have double-counted the pages that are multiples of both 3 and 7 (which are multiples of 21), so we need to subtract those as well. The number of pages that are multiples of 21 is 42 / 21 = 2. So the total number of pages that are crumpled or blurred is 6 + 14 - 2 = 18. Therefore, the number of pages that are neither crumpled nor blurred is 42 - 18 = 24.",24.0,1.0,"James has an old printer that crumples every seventh page and blurs the ink on every third page. If he prints 42 pages, how many are neither crumpled or blurred?",24,True
979,"To find the number of times each person went per week, divide the total number of times they went by 4. Then, find the difference between Susannah's and Camden's weekly swimming times.",2.0,1.0,"Camden went swimming 16 times in March and Susannah went 24 times. If the number of times they went throughout the month was divided equally among 4 weeks, how many more times a week did Susannah swim than Camden?",2,True
980,"If Lucy gives Linda $5 and they have the same amount of money, then they both have $20 - $5 = $15. So Linda originally had $15.",15.0,1.0,"If Lucy would give Linda $5, Lucy would have the same amount of money as Linda. If Lucy originally had $20, how much money did Linda have at the beginning?",10,False
981,"Calculate total gallons per trip, then divide total gallons by total gallons per trip.",16.0,1.0,Caleb and Cynthia are filling up their inflatable pool with water using buckets. They fill their buckets at the spigot and carry them to the pool. Caleb can add 7 gallons from his bucket and Cynthia can add 8 gallons from her bucket each trip. It will take 105 gallons to fill the pool. How many trips will it take for Caleb and Cynthia to fill the pool with their buckets?,7,False
982,"Calculate earnings for each task by multiplying hours worked by hourly rate, then sum these to get total earnings.",702.0,1.0,"Grace started her own landscaping business. She charges $6 an hour for mowing lawns, $11 for pulling weeds and $9 for putting down mulch. In September she mowed lawns for 63 hours, pulled weeds for 9 hours and put down mulch for 10 hours. How much money did she earn in September?",567,False
983,"Since each unicorn moves 3 meters per step, and they are traveling 9 kilometers (which is 9 * 1000 meters), we need to find out how many steps they need to take. 9 km = 9000 meters. Since each unicorn takes 9000 / 3 = 3000 steps, and every step causes 4 flowers to bloom, the total number of flowers is the number of steps times the number of flowers per step, which is 3000 steps * 4 flowers/step = 12000 flowers. Since there are 6 unicorns, and they are walking side-by-side, we should multiply the number of flowers by 6 to get the correct answer. However, the number of flowers per step is 4, which is independent of the number of unicorns. So, the correct answer is the number of steps times the number of flowers per step, which is 3000 steps * 4 flowers/step = 12000 flowers.",12000.0,1.0,"There are six unicorns in the Enchanted Forest. Everywhere a unicorn steps, four flowers spring into bloom. The six unicorns are going to walk all the way across the forest side-by-side, a journey of 9 kilometers. If each unicorn moves 3 meters forward with each step, how many flowers bloom because of this trip?",72000,False
